web-scraper-order,web-scraper-start-url,reviewer,date,review,star,res
"1614875612-2126","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ovidiu Lucian","September 4, 2019","Lovely game, the artwork is so heartwarming and pleasant, it just gives me a good vibe! Spent hours playing it and I think it's the only game for which I bought all the extensions and DLCs. To the developers, I know you probably work and overwork yourselves too often, but keep up the good work, grab some more coffee and give us some more content, you guys and girls rock!","Rated 5 stars out of five stars","null"
"1614875612-3975","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Zoe Norton","December 15, 2019","","Rated 3 stars out of five stars","null"
"1614875612-4172","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jair Bragado","July 29, 2020","","Rated 5 stars out of five stars","Giant NetworkJuly 30, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3287","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Christion Majors","March 2, 2019","It's a good game but it's really hard. Especially the Last bosses on each chapter.... and the werewolf is hard when his HP is in the 200's while you are in the low 100's. It doesn't help that he basically heals every turn and can make his self IMMUNE to all damage while he nukes you on the next turn 😭","Rated 2 stars out of five stars","null"
"1614875612-3442","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Deon Ojan","January 15, 2020","","Rated 1 stars out of five stars","null"
"1614875612-1699","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Андрей Барсуков","September 9, 2020","Great game! It's easy to start with, does not cease to amaze even on 10th walkthrough. During each game you end up with different set of cards, enemies etc, which would require you to come up with new strategy every time. I highly recommend unlocking all classes here - they are really different and each is fun to play in its own way.","Rated 5 stars out of five stars","null"
"1614875612-4329","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Michael Fisher","June 5, 2019","","Rated 3 stars out of five stars","null"
"1614875612-2384","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Alex Oprescu","January 26, 2020","Amazing game, just amazing. I have bought the whole game and i must say it was totally worth it. I've been playing this game for a whole year now and im still not borred. Now as a part 2 of this review which i will edit out afterwards: the raindeer and the butterfly have the same story, king midas appears to have no lines and on a more personal note, i would love to find out more about the mushroom rebelion and fight more mushroom/monkey/butterfly enemies.","Rated 5 stars out of five stars","null"
"1614875612-3002","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Spluke","September 22, 2018","","Rated 5 stars out of five stars","null"
"1614875612-2899","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chris Bruton","November 3, 2018","","Rated 5 stars out of five stars","null"
"1614875612-3079","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Aurelija","May 28, 2020","","Rated 1 stars out of five stars","Giant NetworkMay 29, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. And, you can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ !"
"1614875612-3551","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Joyjit Roy","February 9, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4983","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chris Badger","August 6, 2019","","Rated 3 stars out of five stars","null"
"1614875612-3754","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ben Gotshaw","November 21, 2018","","Rated 4 stars out of five stars","null"
"1614875612-2777","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Daniel Souch","September 20, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1938","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Samantha Smith","July 27, 2019","Amazingly well done game! stands out among all other stand alone card games I've plaid in replay value, story, creativity, and art design. Well worth the 6 bucks to unlock the whole game, I've paid 4 or 5x as much for games with half the playability of this one. each new class is a fun new style of gameplay to master, it's well balanced for difficulty (hard but definitely beatable if you strategize and learn the game flow). I can't wait to play the new DLC! Seriously killer game.","Rated 5 stars out of five stars","null"
"1614875612-1825","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","A Google user","March 7, 2019","this game is great!! I was actually going to buy all the dlc in the bundle you guys sell but as soon as I tried the game stopped working for me entirely. Like it said the purchase failed and then the game was stuck in a black screen and u reinstalled it after a while and it's still broken!! It's saying I need to sign in but it's not letting me do anything, and for some reason there's this little hand sprite on the pocket watch but I click on it and it does nothing!!!","Rated 3 stars out of five stars","null"
"1614875612-2637","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","S8NT RUSTY","July 27, 2019","One of the more entertaining games I've played in the app store. The game doesn't inundate you with a million directions on how to upgrade or stupid side quests to fill time. It's just story telling with fun strategic game play. The characters are fun, the game play is quick, and the story carries it along at your own pace. Try it!","Rated 5 stars out of five stars","null"
"1614875612-2154","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Nick Deck","May 15, 2020","Fun little card game adventure. Worth trying out the first class is completely free and its a fun little deckbuilder. Every class is definitively distinct in play with low overlap between class themes so each playthrough felt a bit different, which was great! Have purchased everything except the Red Hood Diaries and I enjoyed all of the content immensely. I wish there was a way to reset progress and experience it all over again but alas once you've unlocked something you can't go back.","Rated 5 stars out of five stars","null"
"1614875612-4148","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Tony Samuels","January 25, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1975","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Austin Troxell","September 17, 2018","Overall this is a really good game and much of it seems fair and balanced. The graphics, sound, and the gameplay are smooth but...what do you do when you're faced with an enemy directly counter to you? The witch in particular and the elf queen seem to hard-counter the base class you're given to play. I'm particular the witch has a card that, when used, will always return to get hand and you cannot mitigate its damage and she possesses an item to return her to life on death that she can use over and over. Maybe I'm bad at dealing with the caster enemies but it seems a bit unfair to let an enemy resurrect ad-infinitum of you're unlucky enough to not have equipment destruction immediately available.","Rated 4 stars out of five stars","null"
"1614875612-1318","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","El Mang","November 24, 2020","","Rated 5 stars out of five stars","Giant NetworkNovember 27, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"1614875612-2004","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Catastrophy Canine","August 21, 2019","I enjoyed it, but honestly with the lack of tutorial, the difficulty scaling is really kinda broken. Wasted 2 hours on one fight, tried dozens of different combos and upgrades, and still was unable to do anything due to the lack accessibility to spells at lower levels. Edit:after revisiting it after a year, I've finally got past the part that was stopping all progress. Now I'm addicted to this game and can't stop playing it.","Rated 5 stars out of five stars","null"
"1614875612-2080","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Sophia Lee","January 31, 2019","This is a fun game. My only complaint so far is if you lose to an enemy and continue your quest, you get the exact same cards every single time. This is especially bad near the end of the chapter when you're on your last boss and you can't upgrade your cards anymore, and you can't buy new cards either; just have to restart the game.","Rated 5 stars out of five stars","null"
"1614875612-2301","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Shiro Nijima","May 31, 2020","I have to say it is an addicting game however i feel you should be able to unlock atleast 2 of the characters for free since like 80% of the game is behind a paywall. It's a great game but it's perpetuality of using the same character just doesn't appeal too much. And i feel like bots are the one that are reviewing these reviews since none of them say ""sorry"" or ""we will fix that""","Rated 3 stars out of five stars","Giant NetworkMay 31, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-4486","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Rick Wang","September 17, 2018","","Rated 5 stars out of five stars","null"
